NC_project_short_code,sample_type,year,month,day,Site,Cell,depth_zone,level,transect,species_classcode,count,fish_tl,observer,depth,vis,temp,surge,heading,notes
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,SMYS,2,10,Johnathan Centoni,8.2,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,SMAR,1,34,Johnathan Centoni,8.2,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,HDEC,1,40,Johnathan Centoni,8.2,6,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,HDEC,1,37,Johnathan Centoni,8.2,6,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,HDEC,1,30,Johnathan Centoni,8.2,6,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,ELAT,1,27,Johnathan Centoni,8.2,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,2,OPIC,1,12,Johnathan Centoni,8.2,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,B,3,SMEL,1,7,Franklin Moitoza,7.3,8,10.6,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,B,3,SMYS,3,14,Franklin Moitoza,7.3,8,10.6,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,B,3,SMYS,1,7,Franklin Moitoza,7.3,8,10.6,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,B,3,ELAT,1,19,Franklin Moitoza,7.3,8,10.6,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,B,3,ELAT,1,28,Franklin Moitoza,7.3,8,10.6,M,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,SMYS,15,10,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,SMYS,4,12,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,KGB,6,7,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,KGB,1,5,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,SMAR,1,33,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,SCHR,1,23,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,ELAT,1,20,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,B,3,ELAT,1,15,Johnathan Centoni,7.6,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,M,1,SMYS,3,15,Brett Stacy,7.6,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,1,SMYS,12,12,Johnathan Centoni,5.5,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,1,SMYS,2,18,Johnathan Centoni,5.5,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,1,SMYS,2,25,Johnathan Centoni,5.5,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,1,ELAT,1,22,Johnathan Centoni,5.5,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,M,2,NO_ORG,NA,NA,Brett Stacy,7.3,5,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,2,SMYS,2,12,Johnathan Centoni,5.5,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,M,3,SMEL,1,30,Brett Stacy,7.6,5,12.2,L,310,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,8,M,3,SMYS,3,14,Brett Stacy,7.6,5,12.2,L,310,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,3,SMEL,1,20,Johnathan Centoni,4.9,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2014,7,28,Caspar,1,8,M,3,SMYS,2,12,Johnathan Centoni,4.9,8,12.2,M,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,SMEL,1,24,Brett Stacy,12.2,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,SMYS,2,7,Brett Stacy,12.2,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,HDEC,1,31,Brett Stacy,12.2,6,12.2,L,180,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,HDEC,1,33,Brett Stacy,12.2,6,12.2,L,180,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,SCAU,1,6,Brett Stacy,12.2,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,ELAT,5,16,Brett Stacy,12.2,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,1,OYT,7,9,Brett Stacy,12.2,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,SMEL,5,4,Ryan Jenkinson,9.8,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,15,Ryan Jenkinson,9.8,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,20,Ryan Jenkinson,9.8,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,25,Ryan Jenkinson,9.8,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,35,Ryan Jenkinson,9.8,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,30,Ryan Jenkinson,9.8,7,12.8,L,200,MALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,HDEC,1,20,Ryan Jenkinson,9.8,7,12.8,L,200,MALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,1,ELAT,1,15,Ryan Jenkinson,9.8,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,SMYS,8,8,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,KGB,3,6,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,SCHR,1,31,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,HDEC,3,30,Brett Stacy,11.9,6,12.2,L,180,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,ELAT,1,20,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,OYT,6,9,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,2,OPIC,1,11,Brett Stacy,11.9,6,12.2,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,SMEL,1,9,Ryan Jenkinson,9.1,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,SMEL,1,4,Ryan Jenkinson,9.1,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,SMEL,1,5,Ryan Jenkinson,9.1,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,SMEL,17,30,Ryan Jenkinson,9.1,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,SCAU,1,10,Ryan Jenkinson,9.1,7,12.8,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,HDEC,1,30,Ryan Jenkinson,9.1,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,HDEC,1,20,Ryan Jenkinson,9.1,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,HDEC,1,12,Ryan Jenkinson,9.1,7,12.8,L,200,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,2,HDEC,1,12,Ryan Jenkinson,9.1,7,12.8,L,200,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,SMYS,12,9,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,HDEC,1,26,Brett Stacy,12.2,6,12.2,L,140,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,HDEC,1,20,Brett Stacy,12.2,6,12.2,L,140,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,ELAT,2,17,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,ELAT,1,26,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,ELAT,1,23,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,OYT,3,9,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,B,3,OPIC,1,12,Brett Stacy,12.2,6,12.2,L,140,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,SMEL,1,12,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,SMEL,1,22,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,SMEL,32,2,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,SMEL,1,25,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,ELAT,3,15,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,B,3,ELAT,4,10,Ryan Jenkinson,11,7,12.8,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,1,AFLA,1,18,Doug Simpson,8.5,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,M,1,NO_ORG,NA,NA,Johnathan Centoni,9.8,6,11.7,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,2,SMEL,1,21,Doug Simpson,6.1,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,2,SMEL,1,7,Doug Simpson,6.1,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,2,SMYS,1,12,Doug Simpson,6.1,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,2,SMYS,1,14,Doug Simpson,6.1,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,2,SMYS,1,18,Doug Simpson,6.1,8,13.9,L,200,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,M,2,SMYS,9,12,Johnathan Centoni,9.8,6,11.7,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,3,SMEL,1,17,Doug Simpson,8.2,8,13.9,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,3,SMEL,1,26,Doug Simpson,8.2,8,13.9,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,3,SMEL,1,21,Doug Simpson,8.2,8,13.9,L,270,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,12.5,M,3,SMYS,1,22,Doug Simpson,8.2,8,13.9,L,270,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,M,3,SMYS,1,15,Johnathan Centoni,9.4,6,11.7,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,12.5,M,3,SMYS,2,10,Johnathan Centoni,9.4,6,11.7,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SMEL,10,7,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SMEL,3,20,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SMEL,1,24,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SCHR,1,32,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,HDEC,1,24,Doug Simpson,14,7,13.9,L,180,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,HDEC,1,36,Doug Simpson,14,7,13.9,L,180,MALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,ELAT,1,15,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,ELAT,1,18,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SMYS,8,7,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,1,SMYS,1,10,Doug Simpson,14,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,SMEL,7,8,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,SMEL,1,30,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,SMYS,10,8,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,SMYS,1,12,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,SMIN,1,40,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,KGB,2,8,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,KGB,3,5,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,HDEC,1,35,Johnathan Centoni,13.7,6,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,ELAT,1,18,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,OYT,2,8,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,1,OPIC,3,14,Johnathan Centoni,13.7,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,SMEL,27,7,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,SMEL,1,18,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,SMYS,10,7,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,SCHR,1,28,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,HDEC,1,32,Doug Simpson,14.3,7,13.9,L,180,MALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,HDEC,1,33,Doug Simpson,14.3,7,13.9,L,180,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,ELAT,1,15,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,2,ELAT,1,24,Doug Simpson,14.3,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,SMEL,10,8,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,SMEL,1,12,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,SMEL,1,22,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,SMYS,18,8,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,KGB,7,6,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,ELAT,1,30,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,2,OYT,7,8,Johnathan Centoni,12.8,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,SMEL,4,7,Doug Simpson,14.6,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,SMEL,1,18,Doug Simpson,14.6,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,SMEL,1,10,Doug Simpson,14.6,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,SMYS,3,7,Doug Simpson,14.6,7,13.9,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,SPIN,1,7,Doug Simpson,14.6,7,13.9,L,180,JUVENILE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,B,3,HDEC,1,31,Doug Simpson,14.6,7,13.9,L,180,FEMALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,3,KGB,2,7,Johnathan Centoni,14,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,3,HDEC,1,36,Johnathan Centoni,14,6,11.7,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,3,HDEC,1,40,Johnathan Centoni,14,6,11.7,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,B,3,SPIN,2,8,Johnathan Centoni,14,6,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,SMEL,1,30,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,SMEL,1,28,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,SMYS,1,14,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,SMYS,2,16,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,ELAT,1,20,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,1,ELAT,1,17,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SMEL,14,30,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SMEL,4,10,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SMEL,5,15,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SMEL,8,7,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SMEL,45,45,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,1,SCHR,1,30,Ryan Jenkinson,10.7,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,2,SMYS,5,7,Brett Stacy,11.9,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,2,OYT,10,8,Brett Stacy,11.9,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,2,SMEL,3,30,Ryan Jenkinson,11,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,2,SMEL,24,5,Ryan Jenkinson,11,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,2,SMEL,1,7,Ryan Jenkinson,11,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,2,SMEL,2,40,Ryan Jenkinson,11,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,2,SMYS,2,5,Ryan Jenkinson,11,7,13.3,L,150,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,16,M,3,NO_ORG,NA,NA,Brett Stacy,12.8,6,12.2,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,SMEL,3,20,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,SMEL,2,25,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,SMEL,1,30,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,SMEL,2,4,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,SMYS,1,20,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,16,M,3,ELAT,1,10,Ryan Jenkinson,10.1,7,13.3,L,180,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,SMEL,1,25,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,SMYS,5,6,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,SMYS,3,10,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,SCAR,1,30,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,SCAR,1,25,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,OYT,12,6,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,HDEC,1,30,Brett Stacy,17.4,7,12.2,L,170,FEMALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,1,ELAT,1,25,Brett Stacy,17.4,7,12.2,L,170,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,SMEL,1,27,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,SMYS,28,10,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,SMYS,4,33,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,KGB,7,6,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,SMAR,1,9,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,HDEC,1,32,Brett Stacy,17.4,5,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,OELO,1,50,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,ELAT,1,15,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,OYT,5,9,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,1,OPIC,1,13,Brett Stacy,17.4,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,2,SMAR,2,10,Brett Stacy,17.7,7,11.1,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,2,HDEC,1,25,Brett Stacy,17.7,7,11.1,L,170,MALE
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,2,ELAT,1,25,Brett Stacy,17.7,7,11.1,L,170,NA
NC_Kelp_Srock,FISH,2014,7,23,Caspar,1,20,B,2,OYT,3,6,Brett Stacy,17.7,7,11.1,L,170,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,SMEL,1,7,Brett Stacy,15.8,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,KGB,9,6,Brett Stacy,15.8,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,SMAR,4,3,Brett Stacy,15.8,5,11.7,L,0,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,HDEC,1,25,Brett Stacy,15.8,5,11.7,L,0,MALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,HDEC,1,29,Brett Stacy,15.8,5,11.7,L,0,FEMALE
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,2,NA,0,0,Brett Stacy,15.8,5,11.7,L,0,SPP
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,3,SMEL,1,27,Brett Stacy,16.8,5,11.7,L,330,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,3,SMYS,15,10,Brett Stacy,16.8,5,11.7,L,330,NA
NC_Kelp_Srock,FISH,2015,8,1,Caspar,1,20,B,3,SMYS,2,31,Brett Stacy,16.8,5,11.7,L,330,NA
