NC_project_short_code,site,year,month,day,transectnumber,species,size,depth_m,visibility,temp10m
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,20,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,20,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,22,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,red abalone,23,10.210301737,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,6,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,7,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,10,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,13,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,13,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,17,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,17,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,18,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,19,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,20,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,20,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,21,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,21,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,21,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,red abalone,22,11.124657117,5,13
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,3,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,7,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,10,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,13,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,16,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,18,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,18,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,18,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,19,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,20,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,20,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,20,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,22,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,22,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,23,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,23,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,24,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,25,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,26,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,26,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,26,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,1,red abalone,26,6.0957025297,6.4,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,3,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,12,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,14,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,15,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,16,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,16,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,17,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,17,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,17,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,18,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,19,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,19,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,20,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,20,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,21,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,22,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,22,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,22,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,22,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,23,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,24,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,25,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,25,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,25,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,26,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,2,red abalone,27,11.124657117,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,16,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,17,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,19,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,20,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,20,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,21,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,21,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,22,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,22,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,23,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,23,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,23,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,23,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,24,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,24,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,3,red abalone,25,9.2959463578,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,12,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,18,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,18,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,18,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,24,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,24,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,25,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,25,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,4,red abalone,26,10.515086864,5.5,10
NC_CitSci_Kelp,Caspar North,2015,8,28,5,red abalone,10,9.2959463578,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,5,red abalone,24,9.2959463578,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,5,red abalone,25,9.2959463578,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,5,red abalone,26,9.2959463578,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,5,red abalone,28,9.2959463578,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,14,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,16,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,19,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,20,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,20,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,21,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,22,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,22,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,22,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,23,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,23,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,23,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,24,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,24,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,25,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,25,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,25,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,25,10.81987199,7,10
NC_CitSci_Kelp,Caspar North,2015,8,28,6,red abalone,27,10.81987199,7,10
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,12,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,13,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,14,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,15,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,15,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,15,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,17,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,18,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,18,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,20,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,20,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,21,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,22,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,22,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,22,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,23,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,23,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,24,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,25,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,1,red abalone,25,6.7052727827,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,5,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,8,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,12,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,12,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,15,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,17,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,19,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,21,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,22,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,23,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,25,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,2,red abalone,25,8.0768058519,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,12,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,12,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,13,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,14,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,15,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,15,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,16,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,17,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,17,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,18,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,20,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,20,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,22,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,22,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,3,red abalone,22,6.5528802194,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,4,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,6,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,6,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,6,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,7,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,12,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,12,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,12,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,14,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,16,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,20,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,20,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,20,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,22,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,22,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,22,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,22,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,4,red abalone,24,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,4,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,5,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,6,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,12,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,12,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,13,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,14,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,14,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,14,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,15,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,17,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,18,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,20,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,20,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,21,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,5,red abalone,22,5.7909174032,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,8,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,13,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,13,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,15,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,16,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,16,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,17,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,17,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,22,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2014,11,9,6,red abalone,25,6.0957025297,7,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,6,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,6,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,7,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,8,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,9,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,10,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,11,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,12,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,14,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,14,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,15,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,16,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,17,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,18,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,18,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,18,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,19,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,19,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,20,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,21,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,21,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,21,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,21,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,22,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,22,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,22,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,22,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,22,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,23,4.5717768973,5.5,12
NC_CitSci_Kelp,Frolic Cove,2015,8,2,1,red abalone,23,4.5717768973,5.5,12
