NC_project_short_code,site,year,month,day,transectnumber,classcode,sex,amount,size_cm,size_min_cm,size_max_cm,depth_m,visibility,temp10m
NC_CitSci_Kelp,Caspar North,2014,9,7,4,kelp greenling,f,1,10,10,10,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,kelp greenling,m,1,28,28,28,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,kelp greenling,m,1,10,10,10,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,kelp rockfish,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,lingcod,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,opaleye,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,pile perch,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rainbow perch,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rock greenling,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rock wrasse,f,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rock wrasse,j,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rock wrasse,m,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,rubberlip perch,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,sargo,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,senorita,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,sheephead,f,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,sheephead,j,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,sheephead,m,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,striped perch,none,1,10,10,10,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,striped perch,none,2,8,8,8,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,treefish,a,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,treefish,j,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,vermilion/canary,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,yellowtail/olive,none,0,,,,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,4,yoy rockfish,none,1,5,,10,10.2,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,barred sand bass,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,black and yellow,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,black perch,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,black rockfish,none,1,30,30,30,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,black rockfish,none,1,28,28,28,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,black rockfish,none,1,28,28,28,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,blacksmith,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,blue rockfish,none,1,8,8,8,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,blue rockfish,none,1,8,8,8,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,bocaccio,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,brown rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,cabezon,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,china rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,copper rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,garibaldi,a,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,garibaldi,j,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,gopher rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,grass rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,horn shark,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,kelp bass,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,kelp greenling,f,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,kelp greenling,j,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,kelp greenling,m,1,25,25,25,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,kelp rockfish,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,lingcod,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,opaleye,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,pile perch,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rainbow perch,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rock greenling,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rock wrasse,f,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rock wrasse,j,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rock wrasse,m,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,rubberlip perch,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,sargo,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,senorita,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,sheephead,f,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,sheephead,j,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,sheephead,m,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,striped perch,none,2,10,10,10,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,striped perch,none,1,6,6,6,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,treefish,a,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,treefish,j,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,vermilion/canary,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,yellowtail/olive,none,0,,,,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,5,yoy rockfish,none,7,5,,10,10.2,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,barred sand bass,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,black and yellow,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,black perch,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,black rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,blacksmith,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,blue rockfish,none,3,8,8,8,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,blue rockfish,none,1,22,22,22,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,blue rockfish,none,2,8,8,8,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,blue rockfish,none,1,6,6,6,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,bocaccio,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,brown rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,cabezon,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,china rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,copper rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,garibaldi,a,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,garibaldi,j,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,gopher rockfish,none,1,22,22,22,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,grass rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,horn shark,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,kelp bass,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,kelp greenling,f,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,kelp greenling,j,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,kelp greenling,m,1,10,10,10,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,kelp rockfish,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,lingcod,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,opaleye,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,pile perch,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rainbow perch,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rock greenling,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rock wrasse,f,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rock wrasse,j,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rock wrasse,m,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,rubberlip perch,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,sargo,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,senorita,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,sheephead,f,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,sheephead,j,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,sheephead,m,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,striped perch,none,1,6,6,6,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,treefish,a,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,treefish,j,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,vermilion/canary,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,yellowtail/olive,none,0,,,,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,6,yoy rockfish,none,23,5,,10,11.1,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,barred sand bass,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,black and yellow,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,black perch,none,1,11,11,11,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,black rockfish,none,1,20,20,20,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,blacksmith,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,blue rockfish,none,10,8,8,8,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,blue rockfish,none,3,6,6,6,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,bocaccio,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,brown rockfish,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,cabezon,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,china rockfish,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,copper rockfish,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,garibaldi,a,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,garibaldi,j,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,gopher rockfish,none,1,23,23,23,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,grass rockfish,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,horn shark,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp bass,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,f,1,26,26,26,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,j,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,m,1,15,15,15,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,m,1,10,10,10,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,m,1,10,10,10,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,m,1,25,25,25,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,f,1,20,20,20,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,f,1,10,10,10,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,f,1,16,16,16,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp greenling,f,1,15,15,15,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,kelp rockfish,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,lingcod,none,1,85,85,85,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,opaleye,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,pile perch,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rainbow perch,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rock greenling,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rock wrasse,f,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rock wrasse,j,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rock wrasse,m,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,rubberlip perch,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,sargo,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,senorita,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,sheephead,f,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,sheephead,j,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,sheephead,m,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,striped perch,none,1,8,8,8,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,treefish,a,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,treefish,j,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,vermilion/canary,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,yellowtail/olive,none,0,,,,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,7,yoy rockfish,none,65,5,,10,11.4,7.8,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,barred sand bass,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,black and yellow,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,black perch,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,black rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,blacksmith,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,blue rockfish,none,1,6,6,6,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,bocaccio,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,brown rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,cabezon,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,china rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,copper rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,garibaldi,a,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,garibaldi,j,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,gopher rockfish,none,1,22,22,22,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,grass rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,horn shark,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,kelp bass,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,kelp greenling,f,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,kelp greenling,j,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,kelp greenling,m,1,26,26,26,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,kelp rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,lingcod,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,opaleye,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,pile perch,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rainbow perch,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rock greenling,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rock wrasse,f,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rock wrasse,j,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rock wrasse,m,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,rubberlip perch,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,sargo,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,senorita,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,sheephead,f,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,sheephead,j,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,sheephead,m,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,striped perch,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,treefish,a,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,treefish,j,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,vermilion/canary,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,yellowtail/olive,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,8,yoy rockfish,none,0,,,,10.5,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,barred sand bass,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,black and yellow,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,black perch,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,black rockfish,none,1,20,20,20,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,black rockfish,none,1,6,6,6,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blacksmith,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blue rockfish,none,2,6,6,6,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blue rockfish,none,1,6,6,6,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blue rockfish,none,1,8,8,8,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blue rockfish,none,1,6,6,6,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,blue rockfish,none,1,22,22,22,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,bocaccio,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,brown rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,cabezon,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,china rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,copper rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,garibaldi,a,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,garibaldi,j,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,gopher rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,grass rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,horn shark,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,kelp bass,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,kelp greenling,f,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,kelp greenling,j,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,kelp greenling,m,1,30,30,30,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,kelp rockfish,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,lingcod,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,opaleye,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,pile perch,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rainbow perch,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rock greenling,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rock wrasse,f,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rock wrasse,j,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rock wrasse,m,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,rubberlip perch,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,sargo,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,senorita,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,sheephead,f,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,sheephead,j,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,sheephead,m,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,striped perch,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,treefish,a,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,treefish,j,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,vermilion/canary,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,yellowtail/olive,none,0,,,,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,9,yoy rockfish,none,11,5,,10,11,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,barred sand bass,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,black and yellow,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,black perch,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,black rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,blacksmith,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,blue rockfish,none,3,8,8,8,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,blue rockfish,none,1,8,8,8,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,blue rockfish,none,1,8,8,8,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,bocaccio,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,brown rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,cabezon,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,china rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,copper rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,garibaldi,a,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,garibaldi,j,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,gopher rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,grass rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,horn shark,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp bass,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp greenling,f,1,25,25,25,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp greenling,j,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp greenling,m,1,30,30,30,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp greenling,m,1,25,25,25,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,kelp rockfish,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,lingcod,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,opaleye,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,pile perch,none,0,,,,8.99,5,13
NC_CitSci_Kelp,Caspar North,2014,9,7,10,rainbow perch,none,0,,,,8.99,5,13
